Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
1220,Türkiye,TUR,1952,0,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Framework Nation,1952,85.0,879.28,10344.47,1.1,8.53,24.97,2.84,Yes,37059,65467,102526,10,72.3,26
1221,Türkiye,TUR,1952,1,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Framework Nation,1953,85.98,935.79,10883.81,4.26,18.72,27.89,2.98,Yes,831002,93822,924824,21,82.1,38
1222,Türkiye,TUR,1952,2,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Full Member,1954,86.54,890.54,10290.5,1.23,3.36,23.06,2.59,Yes,278044,260901,538945,11,96.7,17
1223,Türkiye,TUR,1952,3,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Contributing Nation,1955,86.33,918.91,10644.16,4.45,3.39,19.21,2.09,Yes,171702,216843,388545,4,80.5,43
1224,Türkiye,TUR,1952,4,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,1956,87.09,1037.71,11915.37,2.88,5.18,33.1,3.19,Yes,189139,427461,616600,16,62.2,45
1225,Türkiye,TUR,1952,5,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,1957,88.03,1028.16,11679.65,0.99,6.38,11.0,1.07,No,474449,251473,725922,9,79.5,22
1226,Türkiye,TUR,1952,6,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Contributing Nation,1958,87.68,1026.17,11703.58,3.83,2.47,30.68,2.99,Yes,1071565,401861,1473426,5,61.6,39
1227,Türkiye,TUR,1952,7,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Host Nation,1959,88.27,996.06,11284.24,1.43,19.63,16.53,1.66,No,734206,368458,1102664,26,68.3,36
1228,Türkiye,TUR,1952,8,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Contributing Nation,1960,88.93,1012.89,11389.74,4.8,9.77,30.08,2.97,Yes,558601,292141,850742,17,73.0,22
1229,Türkiye,TUR,1952,9,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Lead Nation,1961,89.41,1172.46,13113.3,5.62,21.35,25.79,2.2,Yes,948678,15608,964286,14,67.2,4
1230,Türkiye,TUR,1952,10,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,1962,90.34,1115.39,12346.58,9.24,16.71,13.94,1.25,No,432639,105432,538071,20,74.1,5
1231,Türkiye,TUR,1952,11,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,1963,90.69,1179.84,13009.59,6.38,8.2,19.59,1.66,No,530679,114168,644847,22,68.0,26
1232,Türkiye,TUR,1952,12,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,1964,90.22,1214.88,13465.75,6.15,13.22,29.28,2.41,Yes,348069,483274,831343,5,84.0,2
1233,Türkiye,TUR,1952,13,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Host Nation,1965,91.49,1260.56,13778.12,0.5,10.9,37.06,2.94,Yes,576604,488171,1064775,7,62.1,15
1234,Türkiye,TUR,1952,14,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Full Member,1966,91.71,1248.89,13617.82,3.72,15.07,51.2,4.1,Yes,783362,40398,823760,8,71.8,18
1235,Türkiye,TUR,1952,15,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Lead Nation,1967,92.58,1239.06,13383.67,11.07,16.89,49.31,3.98,Yes,430715,63584,494299,12,60.6,7
1236,Türkiye,TUR,1952,16,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Full Member,1968,92.84,1309.19,14101.57,3.61,16.06,31.42,2.4,Yes,1170546,143701,1314247,10,68.4,27
1237,Türkiye,TUR,1952,17,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Full Member,1969,92.55,1324.1,14306.86,2.51,2.27,13.24,1.0,No,978147,216729,1194876,18,87.7,32
1238,Türkiye,TUR,1952,18,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Contributing Nation,1970,93.3,1259.85,13503.22,8.43,18.21,22.43,1.78,No,395910,123612,519522,28,81.8,33
1239,Türkiye,TUR,1952,19,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Contributing Nation,1971,93.86,1391.89,14829.43,1.52,9.35,45.38,3.26,Yes,602369,191359,793728,11,74.6,25
1240,Türkiye,TUR,1952,20,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Lead Nation,1972,93.49,1402.97,15006.63,5.18,13.6,37.6,2.68,Yes,1342239,182316,1524555,23,89.9,11
1241,Türkiye,TUR,1952,21,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Framework Nation,1973,94.25,1443.39,15314.48,4.64,10.63,48.79,3.38,Yes,1138719,214318,1353037,9,73.0,24
1242,Türkiye,TUR,1952,22,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Contributing Nation,1974,94.76,1433.85,15131.38,0.99,12.13,34.27,2.39,Yes,346012,466980,812992,22,81.1,12
1243,Türkiye,TUR,1952,23,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Full Member,1975,96.02,1498.08,15601.75,8.47,3.63,41.8,2.79,Yes,433120,432872,865992,3,80.3,38
1244,Türkiye,TUR,1952,24,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Lead Nation,1976,95.85,1349.84,14082.84,3.11,16.2,53.72,3.98,Yes,346904,388321,735225,8,72.7,25
1245,Türkiye,TUR,1952,25,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Host Nation,1977,96.26,1483.22,15408.48,7.14,17.0,32.63,2.2,Yes,825260,115356,940616,30,66.1,14
1246,Türkiye,TUR,1952,26,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,1978,97.29,1541.17,15840.99,2.16,3.44,59.34,3.85,Yes,227574,260128,487702,26,71.8,15
1247,Türkiye,TUR,1952,27,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Full Member,1979,97.42,1527.48,15679.33,0.86,4.42,18.64,1.22,No,50794,9003,59797,5,69.9,9
1248,Türkiye,TUR,1952,28,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Lead Nation,1980,97.05,1524.37,15707.06,4.45,9.5,31.71,2.08,Yes,1254675,157899,1412574,31,84.8,39
1249,Türkiye,TUR,1952,29,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Contributing Nation,1981,96.75,1463.58,15127.44,0.86,16.01,36.88,2.52,Yes,671816,184785,856601,7,76.5,39
1250,Türkiye,TUR,1952,30,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Lead Nation,1982,99.02,1613.26,16292.26,4.87,21.26,33.23,2.06,Yes,1029751,14827,1044578,17,81.2,7
1251,Türkiye,TUR,1952,31,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Lead Nation,1983,98.78,1551.85,15710.16,4.87,8.75,56.49,3.64,Yes,198644,238886,437530,3,72.6,37
1252,Türkiye,TUR,1952,32,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Contributing Nation,1984,98.39,1695.2,17229.39,0.62,4.57,63.06,3.72,Yes,862605,50283,912888,29,62.7,13
1253,Türkiye,TUR,1952,33,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Contributing Nation,1985,99.15,1646.02,16601.31,8.83,7.06,52.67,3.2,Yes,1124866,343228,1468094,32,66.8,30
1254,Türkiye,TUR,1952,34,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Host Nation,1986,99.38,1628.7,16388.61,1.76,5.1,23.45,1.44,No,696528,224230,920758,31,79.0,2
1255,Türkiye,TUR,1952,35,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Framework Nation,1987,100.54,1673.06,16640.74,4.83,8.05,56.21,3.36,Yes,371923,405492,777415,32,68.9,30
1256,Türkiye,TUR,1952,36,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Contributing Nation,1988,99.88,1796.92,17990.79,2.02,21.58,72.42,4.03,Yes,346341,73483,419824,2,77.1,25
1257,Türkiye,TUR,1952,37,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Framework Nation,1989,101.5,1817.12,17902.66,6.75,10.37,42.16,2.32,Yes,773856,333334,1107190,28,81.7,29
1258,Türkiye,TUR,1952,38,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,1990,102.27,1660.69,16238.29,5.96,12.14,19.76,1.19,No,1395481,188007,1583488,8,60.9,7
1259,Türkiye,TUR,1952,39,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Contributing Nation,1991,101.82,1808.19,17758.69,6.91,11.56,55.87,3.09,Yes,1146374,196225,1342599,27,64.5,4
1260,Türkiye,TUR,1952,40,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Full Member,1992,101.61,1745.23,17175.77,4.78,12.2,24.26,1.39,No,820877,6368,827245,18,82.8,2
1261,Türkiye,TUR,1952,41,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Lead Nation,1993,102.42,1785.32,17431.36,6.02,6.27,63.91,3.58,Yes,512525,451694,964219,31,68.4,13
1262,Türkiye,TUR,1952,42,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Full Member,1994,103.3,1829.35,17709.1,8.17,19.16,54.7,2.99,Yes,150226,77104,227330,31,80.0,6
1263,Türkiye,TUR,1952,43,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Full Member,1995,104.16,1898.62,18227.92,11.28,18.56,32.66,1.72,No,1313527,190146,1503673,28,61.7,22
1264,Türkiye,TUR,1952,44,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,1996,104.42,1978.66,18949.05,5.67,18.73,19.59,0.99,No,785168,205379,990547,31,84.0,34
1265,Türkiye,TUR,1952,45,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Lead Nation,1997,105.03,2031.37,19340.85,7.39,7.75,61.55,3.03,Yes,331350,127031,458381,2,76.3,37
1266,Türkiye,TUR,1952,46,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Framework Nation,1998,104.18,1835.9,17622.38,4.75,9.87,70.5,3.84,Yes,1346613,21444,1368057,20,92.6,40
1267,Türkiye,TUR,1952,47,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Contributing Nation,1999,106.29,1924.12,18102.55,4.94,19.42,36.94,1.92,No,1074067,256241,1330308,9,78.3,7
1268,Türkiye,TUR,1952,48,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Framework Nation,2000,105.84,2047.97,19349.68,1.22,14.58,84.38,4.12,Yes,1294114,331517,1625631,15,72.2,22
1269,Türkiye,TUR,1952,49,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Framework Nation,2001,105.88,2132.19,20137.8,10.0,12.35,59.06,2.77,Yes,643957,101082,745039,17,83.3,44
1270,Türkiye,TUR,1952,50,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Contributing Nation,2002,107.46,2085.29,19405.27,9.35,7.9,71.73,3.44,Yes,293586,421107,714693,21,68.0,31
1271,Türkiye,TUR,1952,51,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,2003,107.53,2086.12,19400.35,3.34,13.96,30.67,1.47,No,612738,335307,948045,32,74.6,27
1272,Türkiye,TUR,1952,52,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Full Member,2004,107.62,2080.61,19332.93,2.18,14.12,37.24,1.79,No,1128527,179491,1308018,25,91.7,27
1273,Türkiye,TUR,1952,53,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Contributing Nation,2005,108.84,1961.26,18019.66,11.25,13.01,29.81,1.52,No,1039706,238925,1278631,27,67.8,5
1274,Türkiye,TUR,1952,54,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,2006,108.31,2274.15,20996.68,5.53,8.26,67.54,2.97,Yes,228158,250254,478412,8,74.1,5
1275,Türkiye,TUR,1952,55,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Host Nation,2007,107.9,2014.82,18673.03,1.97,3.92,22.77,1.13,No,1123943,141226,1265169,3,94.8,38
1276,Türkiye,TUR,1952,56,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Contributing Nation,2008,110.23,2041.77,18522.82,5.44,6.61,25.93,1.27,No,582775,149496,732271,18,96.2,24
1277,Türkiye,TUR,1952,57,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Host Nation,2009,109.73,2303.39,20991.43,3.03,18.11,32.25,1.4,No,665705,400191,1065896,2,97.2,7
1278,Türkiye,TUR,1952,58,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Host Nation,2010,111.08,2243.32,20195.53,1.6,18.91,65.73,2.93,Yes,1021255,65807,1087062,30,83.8,13
1279,Türkiye,TUR,1952,59,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Lead Nation,2011,109.37,2375.03,21715.55,7.17,13.99,43.23,1.82,No,648459,228666,877125,14,69.1,7
1280,Türkiye,TUR,1952,60,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Framework Nation,2012,110.11,2237.48,20320.41,7.57,9.6,53.03,2.37,Yes,807803,446452,1254255,14,94.4,33
1281,Türkiye,TUR,1952,61,No,Yes,Southern Europe,Ankara,783562,Federal Republic,Contributing Nation,2013,110.97,2268.86,20445.71,6.34,9.76,85.99,3.79,Yes,44944,262136,307080,14,74.5,6
1282,Türkiye,TUR,1952,62,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,2014,111.47,2344.5,21032.56,3.01,9.07,75.26,3.21,Yes,848762,109096,957858,19,95.0,26
1283,Türkiye,TUR,1952,63,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Lead Nation,2015,111.1,2367.32,21308.01,7.92,3.29,58.0,2.45,Yes,1182844,128464,1311308,23,74.0,3
1284,Türkiye,TUR,1952,64,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Framework Nation,2016,113.52,2354.18,20738.02,3.43,6.57,77.45,3.29,Yes,189113,229803,418916,31,66.2,16
1285,Türkiye,TUR,1952,65,No,Yes,Southern Europe,Ankara,783562,Parliamentary Republic,Host Nation,2017,113.25,2497.65,22054.3,0.92,9.63,75.68,3.03,Yes,411938,443996,855934,6,87.6,12
1286,Türkiye,TUR,1952,66,No,Yes,Southern Europe,Ankara,783562,Constitutional Monarchy,Host Nation,2018,112.43,2265.39,20149.34,11.22,11.06,72.27,3.19,Yes,167710,275884,443594,28,70.9,13
1287,Türkiye,TUR,1952,67,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Framework Nation,2019,113.92,2333.17,20480.78,1.56,3.04,45.03,1.93,No,487652,457579,945231,31,96.7,12
1288,Türkiye,TUR,1952,68,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Contributing Nation,2020,113.61,2357.43,20750.2,9.39,7.38,84.16,3.57,Yes,163080,35827,198907,8,90.4,37
1289,Türkiye,TUR,1952,69,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Framework Nation,2021,113.93,2560.71,22476.17,9.55,8.51,84.25,3.29,Yes,393262,129289,522551,2,79.5,5
1290,Türkiye,TUR,1952,70,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Framework Nation,2022,115.08,2456.08,21342.37,10.41,18.69,35.61,1.45,No,278934,127338,406272,30,69.6,13
1291,Türkiye,TUR,1952,71,No,Yes,Southern Europe,Ankara,783562,Presidential Republic,Full Member,2023,114.8,2589.85,22559.67,0.99,21.66,84.17,3.25,Yes,1272396,396082,1668478,19,78.0,33
1292,Türkiye,TUR,1952,72,No,Yes,Southern Europe,Ankara,783562,Parliamentary Monarchy,Framework Nation,2024,116.1,2601.57,22408.01,6.54,21.24,57.23,2.2,Yes,848536,466483,1315019,26,89.3,35
1293,United Kingdom,GBR,1949,0,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Framework Nation,1949,67.98,3322.92,48880.85,0.92,3.47,48.18,1.45,No,266244,422467,688711,8,83.6,28
1294,United Kingdom,GBR,1949,1,Yes,Yes,Western Europe,London,243610,Presidential Republic,Lead Nation,1950,67.19,3156.92,46984.97,9.13,6.31,59.67,1.89,No,1023277,104677,1127954,9,85.3,21
1295,United Kingdom,GBR,1949,2,Yes,Yes,Western Europe,London,243610,Federal Republic,Framework Nation,1951,68.72,3240.26,47151.63,6.1,11.33,44.39,1.37,No,922204,133102,1055306,14,78.1,28
1296,United Kingdom,GBR,1949,3,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Lead Nation,1952,68.03,3582.86,52665.88,1.66,9.48,61.27,1.71,No,1343725,484285,1828010,25,94.6,29
1297,United Kingdom,GBR,1949,4,Yes,Yes,Western Europe,London,243610,Federal Republic,Full Member,1953,69.29,3241.1,46775.87,0.97,21.63,60.61,1.87,No,1158303,250642,1408945,23,72.9,21
1298,United Kingdom,GBR,1949,5,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Contributing Nation,1954,69.87,3730.95,53398.45,8.68,7.39,54.1,1.45,No,307556,390747,698303,14,84.6,25
1299,United Kingdom,GBR,1949,6,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Contributing Nation,1955,69.94,3361.2,48058.34,7.65,7.7,74.95,2.23,Yes,966800,182389,1149189,8,94.5,33
1300,United Kingdom,GBR,1949,7,Yes,Yes,Western Europe,London,243610,Presidential Republic,Lead Nation,1956,70.09,3645.09,52005.85,9.11,12.12,94.77,2.6,Yes,1150717,382530,1533247,22,85.8,30
1301,United Kingdom,GBR,1949,8,Yes,Yes,Western Europe,London,243610,Presidential Republic,Full Member,1957,69.7,3879.44,55659.11,7.59,7.52,116.38,3.0,Yes,413242,49358,462600,3,71.8,10
1302,United Kingdom,GBR,1949,9,Yes,Yes,Western Europe,London,243610,Presidential Republic,Full Member,1958,70.42,3671.9,52142.86,6.79,7.1,102.08,2.78,Yes,319525,224324,543849,5,66.4,4
1303,United Kingdom,GBR,1949,10,Yes,Yes,Western Europe,London,243610,Federal Republic,Full Member,1959,70.26,3785.75,53882.01,11.78,20.5,94.27,2.49,Yes,983610,480293,1463903,6,86.1,23
1304,United Kingdom,GBR,1949,11,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Framework Nation,1960,71.71,4057.82,56586.53,6.92,19.78,167.59,4.13,Yes,542740,303036,845776,10,86.0,39
1305,United Kingdom,GBR,1949,12,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Framework Nation,1961,71.68,4082.25,56951.03,9.87,10.68,74.3,1.82,No,515924,119093,635017,20,79.5,27
1306,United Kingdom,GBR,1949,13,Yes,Yes,Western Europe,London,243610,Presidential Republic,Host Nation,1962,72.32,3888.46,53767.42,9.98,13.1,110.82,2.85,Yes,541815,56334,598149,30,95.3,8
1307,United Kingdom,GBR,1949,14,Yes,Yes,Western Europe,London,243610,Presidential Republic,Host Nation,1963,72.1,4344.21,60252.57,7.02,7.98,111.65,2.57,Yes,840047,220329,1060376,31,97.0,44
1308,United Kingdom,GBR,1949,15,Yes,Yes,Western Europe,London,243610,Federal Republic,Full Member,1964,73.13,4044.26,55302.34,9.87,5.08,78.46,1.94,No,915068,213321,1128389,22,96.6,9
1309,United Kingdom,GBR,1949,16,Yes,Yes,Western Europe,London,243610,Presidential Republic,Framework Nation,1965,73.63,4266.12,57939.97,2.96,10.6,107.08,2.51,Yes,832695,309003,1141698,16,83.8,12
1310,United Kingdom,GBR,1949,17,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Host Nation,1966,73.37,4359.86,59422.92,1.44,17.92,125.13,2.87,Yes,175308,53274,228582,28,79.2,7
1311,United Kingdom,GBR,1949,18,Yes,Yes,Western Europe,London,243610,Presidential Republic,Framework Nation,1967,73.87,4816.65,65204.41,0.52,5.55,169.55,3.52,Yes,320031,27426,347457,24,86.5,24
1312,United Kingdom,GBR,1949,19,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Full Member,1968,73.42,4726.19,64371.97,1.65,21.93,56.24,1.19,No,651129,173589,824718,1,92.0,14
1313,United Kingdom,GBR,1949,20,Yes,Yes,Western Europe,London,243610,Parliamentary Monarchy,Full Member,1969,74.73,4887.5,65402.11,3.57,7.83,188.66,3.86,Yes,1029859,56881,1086740,19,65.4,31
1314,United Kingdom,GBR,1949,21,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Full Member,1970,74.8,4846.36,64790.91,6.21,6.48,85.3,1.76,No,1081305,50894,1132199,26,93.2,44
1315,United Kingdom,GBR,1949,22,Yes,Yes,Western Europe,London,243610,Federal Republic,Lead Nation,1971,74.85,4624.54,61784.1,3.88,16.11,113.76,2.46,Yes,1068690,161141,1229831,16,91.0,21
1316,United Kingdom,GBR,1949,23,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Host Nation,1972,75.2,5046.75,67111.04,1.41,13.75,80.24,1.59,No,327018,19792,346810,7,98.9,10
1317,United Kingdom,GBR,1949,24,Yes,Yes,Western Europe,London,243610,Federal Republic,Full Member,1973,76.01,4764.27,62679.52,3.25,11.63,54.31,1.14,No,672484,304204,976688,20,96.6,15
1318,United Kingdom,GBR,1949,25,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Lead Nation,1974,75.73,5370.34,70914.3,4.47,2.98,164.87,3.07,Yes,821055,100895,921950,12,91.7,31
1319,United Kingdom,GBR,1949,26,Yes,Yes,Western Europe,London,243610,Federal Republic,Framework Nation,1975,76.59,5281.34,68956.0,2.03,8.54,116.72,2.21,Yes,680095,236226,916321,12,60.3,12
1320,United Kingdom,GBR,1949,27,Yes,Yes,Western Europe,London,243610,Parliamentary Monarchy,Contributing Nation,1976,76.59,5578.69,72838.36,0.98,4.81,126.64,2.27,Yes,703115,78182,781297,32,97.3,14
1321,United Kingdom,GBR,1949,28,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Framework Nation,1977,77.37,5487.92,70930.85,8.68,18.0,125.12,2.28,Yes,1325931,189625,1515556,1,64.1,34
1322,United Kingdom,GBR,1949,29,Yes,Yes,Western Europe,London,243610,Parliamentary Monarchy,Contributing Nation,1978,77.57,5176.09,66727.99,6.6,19.79,71.95,1.39,No,1060522,143864,1204386,13,77.0,4
1323,United Kingdom,GBR,1949,30,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Lead Nation,1979,77.7,5445.39,70082.24,5.75,7.69,178.06,3.27,Yes,1131429,396743,1528172,5,78.5,28
1324,United Kingdom,GBR,1949,31,Yes,Yes,Western Europe,London,243610,Federal Republic,Framework Nation,1980,78.13,5892.1,75414.05,4.12,13.82,230.97,3.92,Yes,485827,484464,970291,20,94.8,4
1325,United Kingdom,GBR,1949,32,Yes,Yes,Western Europe,London,243610,Presidential Republic,Lead Nation,1981,78.42,5886.46,75063.25,0.55,6.58,183.07,3.11,Yes,829481,139628,969109,16,75.5,29
1326,United Kingdom,GBR,1949,33,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Contributing Nation,1982,79.11,5352.98,67665.02,10.84,20.8,61.56,1.15,No,1124016,427493,1551509,20,90.0,44
1327,United Kingdom,GBR,1949,34,Yes,Yes,Western Europe,London,243610,Presidential Republic,Lead Nation,1983,78.52,5429.1,69142.89,3.81,4.32,225.85,4.16,Yes,1388322,290095,1678417,22,66.9,43
1328,United Kingdom,GBR,1949,35,Yes,Yes,Western Europe,London,243610,Presidential Republic,Framework Nation,1984,78.65,5624.99,71519.26,11.39,2.41,177.75,3.16,Yes,1358028,129263,1487291,11,85.6,44
1329,United Kingdom,GBR,1949,36,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Contributing Nation,1985,79.53,5747.33,72266.19,1.62,20.63,82.19,1.43,No,345238,189993,535231,5,63.0,11
1330,United Kingdom,GBR,1949,37,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Host Nation,1986,79.19,6342.91,80097.36,9.45,17.89,235.32,3.71,Yes,503875,35093,538968,8,89.8,23
1331,United Kingdom,GBR,1949,38,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Full Member,1987,80.77,5782.61,71593.54,1.9,15.36,198.34,3.43,Yes,977299,268295,1245594,23,90.8,24
1332,United Kingdom,GBR,1949,39,Yes,Yes,Western Europe,London,243610,Parliamentary Republic,Full Member,1988,80.74,5904.33,73127.69,0.71,20.28,210.19,3.56,Yes,526366,380774,907140,11,65.7,12
1333,United Kingdom,GBR,1949,40,Yes,Yes,Western Europe,London,243610,Federal Republic,Full Member,1989,80.5,6282.17,78039.38,0.84,19.07,199.77,3.18,Yes,1325998,184725,1510723,26,68.3,14
1334,United Kingdom,GBR,1949,41,Yes,Yes,Western Europe,London,243610,Federal Republic,Contributing Nation,1990,81.48,6448.57,79142.98,3.11,15.14,161.21,2.5,Yes,141800,390911,532711,30,75.1,43
1335,United Kingdom,GBR,1949,42,Yes,Yes,Western Europe,London,243610,Constitutional Monarchy,Framework Nation,1991,80.92,6301.52,77873.46,7.07,2.34,243.87,3.87,Yes,395933,2451,398384,27,89.2,2
